stereo left,stereo right,selected img,label name,label id,roi params
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00000_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00000_right.jpg,left,num_delimiter,10,"[155,236,54,65]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00001_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00001_right.jpg,right,num_delimiter,10,"[230,230,61,79]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00002_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00002_right.jpg,left,num_delimiter,10,"[139,230,72,75]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00003_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00003_right.jpg,right,num_delimiter,10,"[231,231,62,83]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00004_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00004_right.jpg,left,num_delimiter,10,"[138,219,70,76]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00005_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00005_right.jpg,right,num_delimiter,10,"[223,220,68,81]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00006_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00006_right.jpg,left,five,15,"[136,209,86,90]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00007_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00007_right.jpg,right,five,15,"[210,200,110,118]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00008_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00008_right.jpg,left,five,15,"[145,205,98,101]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00009_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00009_right.jpg,right,five,15,"[233,199,98,115]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00010_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00010_right.jpg,left,five,15,"[144,205,112,114]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00011_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00011_right.jpg,right,five,15,"[244,209,89,94]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00012_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00012_right.jpg,left,five,15,"[160,210,92,86]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00013_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00013_right.jpg,right,five,15,"[233,205,94,107]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00014_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00014_right.jpg,right,num_delimiter,10,"[233,218,73,80]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00015_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00015_right.jpg,left,num_delimiter,10,"[153,220,65,79]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00016_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00016_right.jpg,right,num_delimiter,10,"[236,224,60,69]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00017_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00017_right.jpg,left,num_delimiter,10,"[160,222,67,81]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00018_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00018_right.jpg,right,num_delimiter,10,"[245,234,59,69]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00019_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00019_right.jpg,left,num_delimiter,10,"[171,230,57,74]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00020_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00020_right.jpg,right,num_delimiter,10,"[248,223,56,71]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00021_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00021_right.jpg,left,num_delimiter,10,"[162,220,57,84]"
/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00022_left.jpg,/home/arturokkboss33/Databases/underwater_gestures/biograd-A/stereo-imgs/biograd-A_00022_right.jpg,right,num_delimiter,10,"[237,225,64,93]"
