stereo left,stereo right,selected img,label name,label id,roi params
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1001.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1001.jpg,right,boat,7,"[143,284,178,110]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1005.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1005.jpg,right,boat,7,"[140,286,178,95]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1008.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1008.jpg,left,boat,7,"[313,272,189,106]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1009.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1009.jpg,right,boat,7,"[148,274,169,101]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1013.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1013.jpg,right,boat,7,"[145,274,181,95]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1017.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1017.jpg,right,boat,7,"[135,276,176,93]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1020.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1020.jpg,left,boat,7,"[320,286,177,115]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1021.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1021.jpg,right,boat,7,"[131,297,183,105]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1025.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1025.jpg,right,boat,7,"[138,292,176,112]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1029.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1029.jpg,right,boat,7,"[148,315,156,104]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1036.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1036.jpg,left,start_comm,0,"[314,116,102,155]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1037.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1037.jpg,right,start_comm,0,"[164,124,95,127]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_104.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_104.jpg,left,mosaic,9,"[359,114,88,119;216,118,88,122]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1040.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1040.jpg,left,start_comm,0,"[315,128,91,142]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1041.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1041.jpg,right,start_comm,0,"[167,127,96,131]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1044.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1044.jpg,left,start_comm,0,"[326,130,100,139]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1045.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1045.jpg,right,start_comm,0,"[158,133,112,133]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1048.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1048.jpg,left,start_comm,0,"[312,129,105,143]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1049.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1049.jpg,right,start_comm,0,"[156,127,108,133]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_105.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_105.jpg,right,mosaic,9,"[234,119,90,128;82,117,85,130]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1052.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1052.jpg,left,start_comm,0,"[316,128,101,148]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1053.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1053.jpg,right,start_comm,0,"[157,129,98,133]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1056.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1056.jpg,left,start_comm,0,"[303,131,109,140]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1057.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1057.jpg,right,start_comm,0,"[156,125,104,139]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1060.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1060.jpg,left,start_comm,0,"[310,128,111,141]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1061.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1061.jpg,right,start_comm,0,"[152,129,109,130]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1064.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1064.jpg,left,start_comm,0,"[306,129,103,141]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1065.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1065.jpg,right,start_comm,0,"[148,127,111,137]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1068.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1068.jpg,left,start_comm,0,"[309,124,98,141]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1073.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1073.jpg,right,carry,6,"[151,235,150,144]"
/home/arturokkboss33/gestures/brodanski_aug_1/stereo_left/stereo_left_1076.jpg,/home/arturokkboss33/gestures/brodanski_aug_1/stereo_right/stereo_right_1076.jpg,left,carry,6,"[323,238,140,134]"
