stereo left,stereo right,selected img,label name,label id,roi params
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_0.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_0.jpg,left,num_delimiter,10,"[155,236,54,65]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1.jpg,right,num_delimiter,10,"[230,230,61,79]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_10.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_10.jpg,left,five,15,"[136,209,86,90]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_100.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_100.jpg,left,two,12,"[153,246,67,85]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1001.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1001.jpg,right,one,11,"[234,223,78,112]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1002.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1002.jpg,left,two,12,"[135,209,74,108]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1003.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1003.jpg,right,two,12,"[214,209,82,113]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1004.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1004.jpg,left,two,12,"[108,209,82,107]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1005.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1005.jpg,right,two,12,"[212,197,86,133]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1006.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1006.jpg,left,two,12,"[103,194,89,132]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1007.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1007.jpg,right,two,12,"[219,194,83,136]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1008.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1008.jpg,left,two,12,"[115,203,92,142]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1009.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1009.jpg,right,two,12,"[221,203,92,134]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_101.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_101.jpg,right,two,12,"[223,229,74,106]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1010.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1010.jpg,left,two,12,"[125,188,90,144]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1014.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1014.jpg,left,num_delimiter,10,"[121,238,91,105]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1015.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1015.jpg,right,num_delimiter,10,"[235,231,87,102]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1016.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1016.jpg,left,num_delimiter,10,"[135,232,76,108]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1017.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1017.jpg,right,num_delimiter,10,"[221,229,88,107]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1018.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1018.jpg,left,num_delimiter,10,"[126,222,79,107]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1019.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1019.jpg,right,num_delimiter,10,"[230,214,84,105]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_102.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_102.jpg,left,two,12,"[149,237,71,107]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1020.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1020.jpg,left,num_delimiter,10,"[137,208,83,101]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1021.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1021.jpg,right,num_delimiter,10,"[243,209,82,109]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1022.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1022.jpg,left,num_delimiter,10,"[154,213,80,111]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1023.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1023.jpg,right,num_delimiter,10,"[250,221,84,112]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1024.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1024.jpg,left,end_comm,1,"[180,228,87,133]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1025.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1025.jpg,right,end_comm,1,"[355,226,83,134]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1026.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1026.jpg,left,end_comm,1,"[245,222,93,142]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1027.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1027.jpg,right,end_comm,1,"[353,218,90,151]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1028.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1028.jpg,left,end_comm,1,"[240,210,93,145]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1029.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1029.jpg,right,end_comm,1,"[341,204,89,131]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_103.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_103.jpg,right,two,12,"[228,238,62,98]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1030.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1030.jpg,left,end_comm,1,"[231,210,78,125]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1031.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1031.jpg,right,end_comm,1,"[328,209,83,129]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1032.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1032.jpg,left,end_comm,1,"[224,215,77,124]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1033.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1033.jpg,right,end_comm,1,"[321,216,98,131]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_104.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_104.jpg,left,two,12,"[148,230,69,106]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1045.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1045.jpg,right,start_comm,0,"[309,316,111,122]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1046.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1046.jpg,left,start_comm,0,"[190,202,104,136]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1047.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1047.jpg,right,start_comm,0,"[296,195,110,151]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1048.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1048.jpg,left,start_comm,0,"[182,195,93,140]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1049.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1049.jpg,right,start_comm,0,"[290,203,88,143]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_105.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_105.jpg,right,two,12,"[213,229,74,107]"
/home/arturokkboss33/gestures/biograd_clear-calm/stereo_left/stereo_left_1050.jpg,/home/arturokkboss33/gestures/biograd_clear-calm/stereo_right/stereo_right_1050.jpg,left,start_comm,0,"[192,190,105,149]"
