imageFileName,start_comm,end_comm,up,down,photo,backwards,carry,boat,here,mosaic,num_delimiter,one,two,three,four,five,Class
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_0.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_1.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_100.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_101.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_104.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_105.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_108.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_109.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_112.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_113.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_116.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_117.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_12.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_120.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_121.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_124.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_125.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_128.jpg',"[320,138,57,76]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_129.jpg',"[244,119,55,83]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_13.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_132.jpg',"[303,114,57,80]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_133.jpg',"[234,111,63,81]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_136.jpg',"[266,115,49,80]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_137.jpg',"[93,116,68,79]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_140.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_141.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_144.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_145.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_148.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_149.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_152.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_153.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_156.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_157.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_16.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_160.jpg',"[368,148,49,79]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_161.jpg',"[273,131,52,83]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_164.jpg',"[323,116,69,90]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_165.jpg',"[240,120,57,89]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_168.jpg',"[325,130,60,81]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_169.jpg',"[229,125,68,81]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_17.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_172.jpg',"[313,138,55,83]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_173.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_176.jpg',[],[],[],[],[],[],[],"[335,296,107,68]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_177.jpg',[],[],[],[],[],[],[],"[244,317,112,68]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_180.jpg',[],[],[],[],[],[],[],"[330,323,97,79]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_181.jpg',[],[],[],[],[],[],[],"[237,326,102,73]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_184.jpg',[],[],[],[],[],[],[],"[325,323,109,76]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_185.jpg',[],[],[],[],[],[],[],"[235,317,107,74]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_188.jpg',[],[],[],[],[],[],[],"[328,300,104,81]",[],[],[],[],[],[],[],[],boat
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_189.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_192.jpg',"[315,139,60,82]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_193.jpg',"[228,133,56,87]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_196.jpg',"[307,128,59,81]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_197.jpg',"[220,126,56,81]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_20.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_200.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_201.jpg',[],[],[],[],[],[],[],[],[],[],"[225,166,64,64]",[],[],[],[],[],num_delimiter
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_204.jpg',[],[],[],[],[],[],"[321,211,76,81]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_205.jpg',[],[],[],[],[],[],"[241,209,75,93]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_208.jpg',[],[],[],[],[],[],"[321,213,83,92]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_209.jpg',[],[],[],[],[],[],"[241,222,75,87]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_21.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_212.jpg',[],[],[],[],[],[],"[321,218,82,89]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_213.jpg',[],[],[],[],[],[],"[247,211,81,91]",[],[],[],[],[],[],[],[],[],carry
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_216.jpg',"[323,137,55,83]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_217.jpg',"[220,126,62,86]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_220.jpg',"[304,132,67,84]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_221.jpg',"[222,136,51,87]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_224.jpg',"[301,136,64,87]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_225.jpg',"[213,136,63,81]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_228.jpg',"[311,137,54,77]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],start_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_229.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_232.jpg',[],[],[],[],[],[],[],[],"[289,214,71,75]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_233.jpg',[],[],[],[],[],[],[],[],"[204,230,62,87]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_236.jpg',[],[],[],[],[],[],[],[],"[290,231,76,80]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_237.jpg',[],[],[],[],[],[],[],[],"[202,234,73,80]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_24.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_240.jpg',[],[],[],[],[],[],[],[],"[297,235,80,83]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_241.jpg',[],[],[],[],[],[],[],[],"[202,238,83,87]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_244.jpg',[],[],[],[],[],[],[],[],"[299,240,71,83]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_245.jpg',[],[],[],[],[],[],[],[],"[207,247,75,82]",[],[],[],[],[],[],[],here
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_248.jpg',[],[],[],[],[],[],[],[],[],[],"[296,204,75,52]",[],[],[],[],[],num_delimiter
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_249.jpg',[],"[209,136,69,96]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_25.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_252.jpg',[],"[304,137,68,86]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_253.jpg',[],"[214,125,68,89]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_256.jpg',[],"[313,133,58,90]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_257.jpg',[],"[222,131,62,86]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_260.jpg',[],"[316,126,59,80]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],end_comm
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_261.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_264.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_265.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_268.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_269.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_272.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_273.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_276.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_277.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_28.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_280.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_281.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_284.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_285.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_288.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_289.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_29.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_292.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_293.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_296.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_297.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_300.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_301.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_304.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_305.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_308.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_309.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_312.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_313.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_316.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_317.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_32.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_320.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_321.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
'/home/arturokkboss33/gestures/brodanski_may_2/mix/biograd1_324.jpg',[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],other
