stereo left,stereo right,selected img,label name,label id,roi params
/home/arturokkboss33/gestures/brodanski_may_2/stereo_left/stereo_left_128.jpg,/home/arturokkboss33/gestures/brodanski_may_2/stereo_right/stereo_right_128.jpg,left,start_comm,0,"[320,138,57,76]"
/home/arturokkboss33/gestures/brodanski_may_2/stereo_left/stereo_left_129.jpg,/home/arturokkboss33/gestures/brodanski_may_2/stereo_right/stereo_right_129.jpg,right,start_comm,0,"[244,119,55,83]"
/home/arturokkboss33/gestures/brodanski_may_2/stereo_left/stereo_left_132.jpg,/home/arturokkboss33/gestures/brodanski_may_2/stereo_right/stereo_right_132.jpg,left,start_comm,0,"[303,114,57,80]"
/home/arturokkboss33/gestures/brodanski_may_2/stereo_left/stereo_left_133.jpg,/home/arturokkboss33/gestures/brodanski_may_2/stereo_right/stereo_right_133.jpg,right,start_comm,0,"[234,111,63,81]"
/home/arturokkboss33/gestures/brodanski_may_2/stereo_left/stereo_left_136.jpg,/home/arturokkboss33/gestures/brodanski_may_2/stereo_right/stereo_right_136.jpg,left,start_comm,0,"[266,115,49,80]"
/home/arturokkboss33/gestures/brodanski_may_2/stereo_left/stereo_left_137.jpg,/home/arturokkboss33/gestures/brodanski_may_2/stereo_right/stereo_right_137.jpg,right,start_comm,0,"[93,116,68,79]"
/home/arturokkboss33/gestures/brodanski_may_2/stereo_left/stereo_left_160.jpg,/home/arturokkboss33/gestures/brodanski_may_2/stereo_right/stereo_right_160.jpg,left,start_comm,0,"[368,148,49,79]"
/home/arturokkboss33/gestures/brodanski_may_2/stereo_left/stereo_left_161.jpg,/home/arturokkboss33/gestures/brodanski_may_2/stereo_right/stereo_right_161.jpg,right,start_comm,0,"[273,131,52,83]"
/home/arturokkboss33/gestures/brodanski_may_2/stereo_left/stereo_left_164.jpg,/home/arturokkboss33/gestures/brodanski_may_2/stereo_right/stereo_right_164.jpg,left,start_comm,0,"[323,116,69,90]"
/home/arturokkboss33/gestures/brodanski_may_2/stereo_left/stereo_left_165.jpg,/home/arturokkboss33/gestures/brodanski_may_2/stereo_right/stereo_right_165.jpg,right,start_comm,0,"[240,120,57,89]"
